brand,model,variant,year,fuel_type,transmission,km_driven,engine_cc,mileage,ownership,location,seats,condition,insurance_valid,price
Tata,Harrier,Adventure,2017,Diesel,Automatic,95614,1906,17.8,2nd Owner,Lucknow,5,Fair,True,420000
Renault,Kwid,CLIMBER,2024,Petrol,Manual,22449,1049,22.3,2nd Owner,Jaipur,5,Poor,False,245000
BMW,5 Series,530d M Sport,2022,Petrol,Automatic,45208,1995,17.6,2nd Owner,Lucknow,5,Poor,True,2555000
Volkswagen,Polo,Comfortline,2017,Petrol,Manual,56831,1049,19.7,4+ Owners,Surat,5,Fair,True,120000
Honda,Amaze,VX,2020,Petrol,Manual,57108,1149,20.0,4+ Owners,Mumbai,5,Poor,True,170000
Renault,Kwid,RXT,2021,Petrol,Manual,42127,949,20.6,1st Owner,Mumbai,5,Good,True,250000
Maruti Suzuki,Swift,LXi,2024,CNG,Automatic,28436,1147,20.9,1st Owner,Jaipur,5,Poor,False,360000
Skoda,Slavia,Ambition,2016,Petrol,Automatic,75951,1448,19.8,2nd Owner,Jaipur,5,Fair,False,350000
MG,Hector,Style,2020,Diesel,Automatic,48784,1956,15.2,3rd Owner,Lucknow,5,Excellent,True,580000
BMW,3 Series,330i M Sport,2019,Petrol,Automatic,85011,1995,17.5,4+ Owners,Kolkata,5,Excellent,False,1270000
BMW,3 Series,330i M Sport,2019,Diesel,Automatic,70314,1945,14.6,4+ Owners,Pune,5,Fair,True,1210000
BMW,3 Series,330i M Sport,2013,Diesel,Automatic,101945,2045,17.1,3rd Owner,Kochi,5,Poor,True,505000
Maruti Suzuki,Wagon R,ZXi,2016,CNG,Automatic,149134,998,25.4,4+ Owners,Jaipur,5,Poor,True,120000
Volkswagen,Virtus,Highline,2021,Petrol,Manual,73374,1548,19.1,4+ Owners,Kochi,5,Excellent,False,395000
Mercedes-Benz,GLC,GLC 300,2015,Diesel,Automatic,83416,1993,13.3,2nd Owner,Bengaluru,5,Excellent,True,1345000
BMW,5 Series,530d M Sport,2023,Petrol,Automatic,19679,1945,17.6,1st Owner,Kochi,5,Fair,True,4380000
Mercedes-Benz,E-Class,E 200,2018,Diesel,Automatic,112333,1993,14.4,1st Owner,Vadodara,5,Good,False,2335000
Renault,Kwid,RXT,2014,Petrol,Automatic,92659,949,21.8,2nd Owner,Bengaluru,5,Good,False,120000
Renault,Kwid,CLIMBER,2013,Petrol,Automatic,132892,949,23.0,3rd Owner,Vadodara,5,Fair,False,120000
Audi,A4,40 TFSI Technology,2019,Petrol,Automatic,56295,1984,17.4,1st Owner,Surat,5,Excellent,True,1945000
Kia,Seltos,HTX,2019,Diesel,Manual,93494,1447,18.0,3rd Owner,Lucknow,5,Poor,True,350000
Skoda,Octavia,L&K,2024,Petrol,Automatic,11371,1984,15.9,2nd Owner,Bengaluru,5,Fair,False,1710000
Tata,Safari,Smart,2019,Diesel,Manual,94295,1906,17.2,1st Owner,Delhi,7,Excellent,False,735000
Renault,Kwid,CLIMBER,2014,Petrol,Automatic,111554,949,22.7,1st Owner,Surat,5,Fair,True,120000
Audi,A6,45 TFSI Premium Plus,2022,Petrol,Automatic,23409,1984,12.8,4+ Owners,Chandigarh,5,Fair,True,2265000
Volkswagen,Taigun,Comfortline,2021,Petrol,Automatic,53724,1548,16.7,4+ Owners,Ahmedabad,5,Good,False,450000
Renault,Triber,RXT,2020,Petrol,Automatic,49090,949,20.4,2nd Owner,Kochi,7,Fair,True,245000
Mercedes-Benz,GLC,GLC 220d,2013,Diesel,Automatic,86177,1993,15.5,4+ Owners,Hyderabad,5,Good,True,790000
Toyota,Innova Crysta,ZX,2018,Diesel,Automatic,116644,2393,14.6,2nd Owner,Ahmedabad,7,Excellent,False,660000
Skoda,Kushaq,Active,2024,Petrol,Automatic,23325,1448,19.4,3rd Owner,Chennai,5,Good,False,820000
Mahindra,XUV700,AX7,2023,Diesel,Automatic,29627,2184,12.6,3rd Owner,Mumbai,7,Poor,False,680000
BMW,3 Series,330i M Sport,2018,Diesel,Automatic,91503,1995,17.5,2nd Owner,Hyderabad,5,Good,True,1510000
Skoda,Kushaq,Style,2014,Petrol,Automatic,129291,1548,19.4,1st Owner,Hyderabad,5,Excellent,True,350000
Volkswagen,Polo,GT TSI,2014,Petrol,Manual,137416,1049,19.5,4+ Owners,Mumbai,5,Good,True,120000
Kia,Carens,Luxury,2016,Diesel,Automatic,72522,1447,17.7,2nd Owner,Bengaluru,7,Poor,False,350000
Renault,Triber,RXE,2013,Petrol,Automatic,86096,999,17.8,2nd Owner,Lucknow,7,Good,False,120000
MG,Astor,Sharp,2023,Petrol,Manual,40159,1448,16.2,4+ Owners,Delhi,5,Poor,True,375000
Volkswagen,Polo,Trendline,2018,Petrol,Manual,75301,949,16.7,4+ Owners,Chennai,5,Good,False,155000
Maruti Suzuki,Dzire,LXi,2013,CNG,Automatic,101359,1147,23.9,3rd Owner,Delhi,5,Excellent,False,120000
Hyundai,i20,Asta,2022,Petrol,Automatic,46671,1197,20.9,3rd Owner,Bengaluru,5,Excellent,False,380000
Maruti Suzuki,Swift,ZXi Plus,2020,Petrol,Manual,78122,1247,21.0,4+ Owners,Surat,5,Poor,False,130000
Mercedes-Benz,GLC,GLC 220d,2020,Diesel,Automatic,56583,2043,15.7,3rd Owner,Chandigarh,5,Fair,True,1935000
Kia,Sonet,GTX+,2019,Petrol,Automatic,75756,1147,17.4,3rd Owner,Lucknow,5,Excellent,True,285000
Kia,Sonet,HTX,2015,Diesel,Manual,115245,1197,18.5,2nd Owner,Chandigarh,5,Excellent,True,175000
Renault,Kiger,RXE,2016,Petrol,Automatic,111790,949,17.6,1st Owner,Chandigarh,5,Excellent,False,200000
Maruti Suzuki,Wagon R,LXi,2013,CNG,Automatic,125968,948,26.4,1st Owner,Delhi,5,Poor,False,120000
Mercedes-Benz,C-Class,C 300d,2013,Diesel,Automatic,176700,2043,17.1,4+ Owners,Pune,5,Good,True,600000
BMW,X1,sDrive20i,2017,Petrol,Automatic,60623,1945,16.1,2nd Owner,Kochi,5,Excellent,True,1250000
Mahindra,Bolero,B4,2014,Diesel,Manual,159496,1543,16.3,1st Owner,Kolkata,7,Excellent,True,190000
Audi,A4,40 TFSI Premium,2024,Petrol,Automatic,21262,2034,18.8,1st Owner,Vadodara,5,Good,True,3770000
Skoda,Slavia,Style,2022,Petrol,Manual,45535,1498,17.3,1st Owner,Jaipur,5,Poor,True,510000
Mahindra,Bolero,B6(O),2014,Diesel,Manual,163227,1543,16.6,4+ Owners,Jaipur,7,Excellent,True,130000
Mercedes-Benz,E-Class,E 220d,2020,Petrol,Automatic,91971,2043,16.3,4+ Owners,Bengaluru,5,Fair,False,1980000
Toyota,Fortuner,2.7 4x2,2021,Petrol,Manual,67717,2755,12.7,2nd Owner,Jaipur,7,Good,False,1470000
MG,Hector,Shine,2023,Petrol,Manual,27836,1956,15.1,3rd Owner,Vadodara,5,Good,True,850000
Audi,Q3,35 TDI Quattro,2014,Diesel,Automatic,106747,2034,14.7,1st Owner,Bengaluru,5,Excellent,True,985000
Toyota,Innova Crysta,GX,2015,Diesel,Automatic,157633,2393,16.2,2nd Owner,Surat,7,Excellent,True,420000
Honda,City,V,2021,Petrol,Automatic,54250,1498,17.1,2nd Owner,Mumbai,5,Excellent,False,630000
Renault,Kwid,CLIMBER,2020,Petrol,Automatic,72680,1049,22.1,2nd Owner,Kochi,5,Excellent,True,220000
Renault,Kwid,CLIMBER,2023,Petrol,Automatic,34868,1049,20.6,2nd Owner,Chandigarh,5,Good,True,330000
Maruti Suzuki,Ertiga,VXi,2024,CNG,Manual,27104,1412,19.5,1st Owner,Kochi,7,Good,True,745000
Maruti Suzuki,Ciaz,Sigma,2018,Petrol,Automatic,105187,1462,21.4,1st Owner,Ahmedabad,5,Good,False,330000
Hyundai,Grand i10 Nios,Asta,2018,CNG,Manual,88437,1197,20.1,1st Owner,Kolkata,5,Poor,False,150000
MG,Astor,Super,2024,Petrol,Automatic,19403,1498,15.2,4+ Owners,Bengaluru,5,Poor,True,440000
Tata,Safari,Pure,2019,Diesel,Manual,74293,1956,15.4,4+ Owners,Vadodara,7,Good,False,490000
Skoda,Octavia,L&K,2017,Petrol,Automatic,134296,2034,17.0,1st Owner,Jaipur,5,Poor,True,615000
Kia,Seltos,HTK,2024,Diesel,Manual,24779,1447,16.1,3rd Owner,Kochi,5,Good,True,765000
Toyota,Camry,2.5 Hybrid,2018,Hybrid,Automatic,117544,2487,18.3,3rd Owner,Hyderabad,5,Excellent,True,1235000
BMW,5 Series,530d M Sport,2019,Petrol,Automatic,74683,1995,18.2,4+ Owners,Surat,5,Fair,False,1510000
Volkswagen,Taigun,Topline,2024,Petrol,Manual,23742,1498,17.4,4+ Owners,Lucknow,5,Fair,False,560000
BMW,X1,sDrive20i,2014,Diesel,Automatic,125188,1945,15.3,3rd Owner,Pune,5,Excellent,True,705000
Audi,Q3,40 TFSI,2021,Petrol,Automatic,47723,2034,14.7,3rd Owner,Chandigarh,5,Poor,False,1265000
Volkswagen,Virtus,Comfortline,2016,Petrol,Automatic,103479,1448,18.2,1st Owner,Chennai,5,Good,False,350000
Audi,A6,45 TFSI Premium Plus,2023,Petrol,Automatic,28759,1984,15.0,3rd Owner,Kochi,5,Fair,False,2880000
Mercedes-Benz,C-Class,C 200,2022,Diesel,Automatic,53710,1943,18.3,1st Owner,Mumbai,5,Excellent,False,3585000
Audi,A6,45 TFSI Premium Plus,2015,Petrol,Automatic,137379,1984,12.9,3rd Owner,Pune,5,Good,True,1080000
MG,Astor,Super,2019,Petrol,Automatic,76785,1448,13.6,2nd Owner,Vadodara,5,Good,True,405000
Kia,Sonet,HTK,2016,Diesel,Automatic,132373,1247,18.2,3rd Owner,Ahmedabad,5,Good,True,170000
Hyundai,Verna,EX,2023,Petrol,Automatic,28691,1547,17.3,3rd Owner,Pune,5,Excellent,True,650000
Tata,Safari,Pure,2024,Diesel,Manual,21182,1956,16.2,2nd Owner,Delhi,7,Poor,True,940000
Honda,City,V,2019,Petrol,Automatic,57432,1448,16.7,4+ Owners,Chandigarh,5,Fair,False,350000
Skoda,Kushaq,Ambition,2024,Petrol,Manual,27912,1498,16.8,3rd Owner,Chandigarh,5,Fair,True,690000
Tata,Punch,Adventure,2023,CNG,Manual,31897,1249,20.3,1st Owner,Chennai,5,Fair,False,390000
Audi,A4,40 TFSI Technology,2016,Petrol,Automatic,132333,1934,17.4,1st Owner,Kolkata,5,Poor,True,905000
Skoda,Kushaq,Active,2021,Petrol,Automatic,68759,1548,18.8,2nd Owner,Ahmedabad,5,Excellent,True,590000
Hyundai,i20,Asta(O),2014,Petrol,Manual,105420,1197,20.8,4+ Owners,Surat,5,Fair,False,120000
Volkswagen,Virtus,Topline,2020,Petrol,Manual,49705,1448,20.0,2nd Owner,Bengaluru,5,Good,True,485000
Mercedes-Benz,GLC,GLC 300,2017,Petrol,Automatic,75759,1943,15.4,3rd Owner,Ahmedabad,5,Excellent,False,1500000
Renault,Triber,LXL,2018,Petrol,Automatic,83588,949,17.7,1st Owner,Jaipur,7,Excellent,False,245000
Mercedes-Benz,E-Class,E 200,2014,Petrol,Automatic,168625,1943,16.1,3rd Owner,Kochi,5,Excellent,False,1045000
MG,Hector,Shine,2019,Petrol,Automatic,52907,1956,16.3,2nd Owner,Chandigarh,5,Poor,False,400000
Mahindra,Scorpio-N,Z8,2013,Diesel,Automatic,128738,2184,15.4,1st Owner,Pune,7,Excellent,False,350000
Toyota,Fortuner,2.7 4x2,2022,Diesel,Automatic,52514,2755,12.8,1st Owner,Chandigarh,7,Poor,True,1600000
Volkswagen,Polo,GT TSI,2018,Petrol,Manual,106544,949,16.8,2nd Owner,Ahmedabad,5,Good,True,185000
Audi,Q3,40 TFSI,2014,Petrol,Automatic,102461,1934,17.1,2nd Owner,Kochi,5,Poor,False,555000
Renault,Kiger,RXT,2019,Petrol,Automatic,63939,949,18.9,4+ Owners,Hyderabad,5,Excellent,True,205000
MG,Astor,Style,2020,Petrol,Automatic,92431,1498,14.0,2nd Owner,Vadodara,5,Fair,True,375000
Hyundai,Alcazar,Platinum,2018,Diesel,Manual,56436,1543,18.8,3rd Owner,Bengaluru,7,Good,True,435000
Tata,Nexon,Smart,2018,Petrol,Automatic,113931,1199,18.9,4+ Owners,Kochi,5,Fair,False,170000
Maruti Suzuki,Swift,VXi,2019,CNG,Automatic,78177,1247,22.8,4+ Owners,Kolkata,5,Poor,False,130000
Renault,Triber,RXT,2014,Petrol,Manual,149510,999,19.6,1st Owner,Chennai,7,Fair,True,120000
Honda,WR-V,VX,2024,Petrol,Manual,15142,1548,18.2,3rd Owner,Chandigarh,5,Poor,True,425000
Volkswagen,Virtus,Comfortline,2023,Petrol,Manual,36333,1498,17.7,3rd Owner,Chandigarh,5,Poor,True,450000
Mahindra,Thar,AX(O),2021,Petrol,Automatic,63256,2184,15.0,2nd Owner,Delhi,4,Fair,False,585000
Renault,Kiger,RXZ,2018,Petrol,Automatic,87702,1049,18.9,3rd Owner,Pune,5,Fair,False,175000
Toyota,Glanza,E,2017,Petrol,Automatic,90035,1247,23.6,3rd Owner,Chennai,5,Poor,False,125000
Toyota,Camry,2.5 Hybrid,2013,Hybrid,Automatic,122596,2487,19.4,4+ Owners,Bengaluru,5,Poor,True,430000
MG,Astor,Style,2016,Petrol,Manual,64599,1448,13.5,2nd Owner,Delhi,5,Poor,True,350000
Toyota,Glanza,S,2017,CNG,Automatic,107387,1247,21.2,2nd Owner,Mumbai,5,Good,True,190000
Toyota,Camry,2.5 Hybrid,2019,Hybrid,Automatic,64514,2487,20.1,2nd Owner,Surat,5,Fair,True,1430000
Hyundai,i20,Asta(O),2018,Petrol,Automatic,119720,1147,19.8,3rd Owner,Vadodara,5,Poor,True,150000
Kia,Seltos,X-Line,2022,Petrol,Manual,43014,1547,16.4,3rd Owner,Surat,5,Fair,False,475000
Hyundai,Creta,EX,2021,Diesel,Manual,47624,1447,15.9,4+ Owners,Bengaluru,5,Good,True,430000
Honda,WR-V,VX,2017,Petrol,Manual,113355,1548,16.3,3rd Owner,Hyderabad,5,Poor,False,140000
BMW,X1,sDrive20i,2021,Petrol,Automatic,54012,2045,17.4,4+ Owners,Kochi,5,Excellent,True,1695000
MG,Hector,Sharp Pro,2020,Diesel,Manual,82103,1906,17.3,3rd Owner,Hyderabad,5,Fair,True,440000
Skoda,Kushaq,Active,2015,Petrol,Automatic,144479,1498,16.9,3rd Owner,Surat,5,Good,True,350000
Skoda,Slavia,Style,2016,Petrol,Manual,60862,1498,18.2,1st Owner,Hyderabad,5,Good,True,350000
Honda,Amaze,S,2019,Petrol,Automatic,47775,1249,19.8,4+ Owners,Pune,5,Excellent,False,225000
Tata,Safari,Adventure,2018,Diesel,Manual,71298,2006,15.9,1st Owner,Delhi,7,Good,True,645000
Skoda,Kushaq,Monte Carlo,2015,Petrol,Manual,105498,1548,19.2,2nd Owner,Mumbai,5,Good,False,350000
Mercedes-Benz,GLC,GLC 220d,2014,Diesel,Automatic,102293,1993,13.4,3rd Owner,Mumbai,5,Poor,False,740000
Toyota,Camry,2.5 Hybrid,2020,Hybrid,Automatic,64383,2487,17.9,2nd Owner,Chennai,5,Excellent,False,1905000
Skoda,Slavia,Style,2020,Petrol,Automatic,52142,1548,19.6,1st Owner,Bengaluru,5,Good,False,560000
Mercedes-Benz,GLC,GLC 300,2019,Diesel,Automatic,75519,2043,15.4,2nd Owner,Kolkata,5,Good,True,2230000
Mercedes-Benz,C-Class,C 220d,2014,Petrol,Automatic,85668,1943,17.0,1st Owner,Hyderabad,5,Fair,False,1025000
BMW,X1,sDrive20d,2023,Petrol,Automatic,24371,1995,16.9,2nd Owner,Chandigarh,5,Good,False,2485000
Renault,Kiger,RXT,2024,Petrol,Manual,20222,999,17.9,2nd Owner,Bengaluru,5,Poor,False,350000
Honda,Amaze,VX,2020,Petrol,Manual,40015,1199,17.5,1st Owner,Ahmedabad,5,Good,False,330000
MG,Astor,Sharp,2016,Petrol,Manual,147603,1448,16.2,3rd Owner,Chennai,5,Poor,True,350000
Audi,Q3,40 TFSI,2021,Diesel,Automatic,55807,1934,16.7,1st Owner,Lucknow,5,Fair,False,2030000
MG,Astor,Style,2022,Petrol,Manual,57512,1498,15.2,2nd Owner,Ahmedabad,5,Poor,True,390000
Renault,Kiger,RXT,2019,Petrol,Automatic,66621,999,19.0,2nd Owner,Bengaluru,5,Fair,True,220000
Hyundai,Venue,S+,2021,Petrol,Manual,37415,1247,17.1,2nd Owner,Bengaluru,5,Fair,True,335000
Audi,A6,45 TFSI Premium Plus,2013,Petrol,Automatic,147852,1934,13.9,4+ Owners,Vadodara,5,Good,False,680000
Renault,Kiger,RXT,2023,Petrol,Manual,41383,949,18.6,3rd Owner,Chandigarh,5,Excellent,False,360000
Honda,City,V,2023,Petrol,Manual,36154,1448,18.4,2nd Owner,Delhi,5,Excellent,True,815000
Hyundai,i20,Magna,2018,Petrol,Manual,101635,1147,21.5,4+ Owners,Jaipur,5,Poor,False,120000
Maruti Suzuki,Baleno,Sigma,2021,CNG,Automatic,70968,1197,22.3,3rd Owner,Kochi,5,Good,True,285000
Kia,Seltos,X-Line,2021,Diesel,Automatic,76831,1447,18.0,3rd Owner,Kochi,5,Poor,False,355000
Audi,A6,45 TFSI Technology,2024,Petrol,Automatic,15802,1984,14.6,1st Owner,Chandigarh,5,Good,False,5140000
Tata,Nexon,Pure,2015,Petrol,Automatic,74262,1199,16.4,3rd Owner,Jaipur,5,Good,True,170000
Volkswagen,Polo,Trendline,2014,Petrol,Automatic,104812,1049,18.5,3rd Owner,Chandigarh,5,Excellent,True,120000
Honda,City,ZX,2021,Petrol,Manual,51042,1498,17.5,2nd Owner,Surat,5,Excellent,True,570000
Honda,Amaze,VX,2018,Petrol,Automatic,70290,1149,18.1,1st Owner,Pune,5,Good,False,255000
Skoda,Slavia,Style,2024,Petrol,Automatic,20149,1548,17.5,1st Owner,Mumbai,5,Poor,False,705000
Kia,Seltos,GTX+,2019,Petrol,Manual,61723,1547,17.3,4+ Owners,Vadodara,5,Good,True,350000
Kia,Carens,Premium,2021,Diesel,Manual,77019,1447,16.2,1st Owner,Hyderabad,7,Poor,False,425000
Hyundai,Creta,E,2016,Petrol,Manual,92646,1547,17.1,1st Owner,Vadodara,5,Good,False,350000
Volkswagen,Polo,Trendline,2021,Petrol,Automatic,34272,999,18.2,1st Owner,Vadodara,5,Excellent,False,395000
BMW,5 Series,520d Luxury Line,2013,Petrol,Automatic,127905,2045,16.3,4+ Owners,Ahmedabad,5,Excellent,False,825000
BMW,3 Series,330i M Sport,2022,Diesel,Automatic,60353,1995,16.6,2nd Owner,Surat,5,Excellent,True,2780000
Kia,Sonet,GTX+,2021,Diesel,Manual,56533,1147,17.9,2nd Owner,Chennai,5,Good,False,355000
Renault,Triber,RXZ,2023,Petrol,Automatic,30876,1049,20.1,1st Owner,Kolkata,7,Fair,False,400000
Renault,Triber,RXZ,2022,Petrol,Manual,55189,999,17.6,1st Owner,Jaipur,7,Poor,False,280000
Volkswagen,Taigun,Topline,2023,Petrol,Automatic,28787,1548,16.9,3rd Owner,Delhi,5,Poor,False,495000
Audi,A6,45 TFSI Technology,2016,Petrol,Automatic,123189,2034,14.2,3rd Owner,Chennai,5,Fair,True,1150000
Tata,Tiago,XZ+,2013,CNG,Manual,99695,1149,19.7,4+ Owners,Mumbai,5,Poor,False,120000
Renault,Kwid,RXT,2021,Petrol,Automatic,73934,999,22.1,2nd Owner,Mumbai,5,Good,True,230000
Toyota,Innova Crysta,ZX,2022,Diesel,Automatic,32639,2393,14.8,2nd Owner,Mumbai,7,Good,False,1160000
Maruti Suzuki,Swift,LXi,2016,Petrol,Automatic,126557,1147,22.6,3rd Owner,Vadodara,5,Good,True,140000
Mahindra,XUV300,W8,2014,Diesel,Manual,163029,1547,21.0,3rd Owner,Ahmedabad,5,Poor,True,120000
Volkswagen,Polo,Trendline,2023,Petrol,Automatic,28752,1049,19.1,1st Owner,Delhi,5,Good,False,470000
BMW,3 Series,320d Luxury Line,2016,Diesel,Automatic,109769,1945,16.4,1st Owner,Ahmedabad,5,Poor,False,915000
Kia,Carens,Luxury Plus,2018,Petrol,Automatic,55246,1447,17.4,2nd Owner,Delhi,7,Fair,False,350000
Kia,Sonet,HTK,2018,Diesel,Manual,71106,1147,18.7,3rd Owner,Hyderabad,5,Good,False,215000
Maruti Suzuki,Ertiga,ZXi Plus,2017,CNG,Automatic,103623,1462,21.1,3rd Owner,Pune,7,Good,False,220000
Hyundai,i20,Sportz,2018,Petrol,Automatic,56967,1197,19.8,3rd Owner,Hyderabad,5,Excellent,True,240000
Audi,Q3,35 TDI Quattro,2013,Petrol,Automatic,104224,1934,17.1,1st Owner,Surat,5,Poor,True,600000
MG,Hector,Sharp Pro,2020,Petrol,Automatic,67392,2006,15.9,2nd Owner,Chandigarh,5,Fair,False,555000
Mahindra,Bolero,B6,2015,Diesel,Manual,98363,1443,16.6,3rd Owner,Delhi,7,Poor,True,130000
Mahindra,XUV300,W8,2022,Petrol,Automatic,25256,1497,21.2,1st Owner,Pune,5,Fair,True,490000
Volkswagen,Taigun,Topline,2020,Petrol,Automatic,58956,1448,17.2,3rd Owner,Delhi,5,Poor,True,350000
Toyota,Camry,2.5 Hybrid,2017,Hybrid,Automatic,60861,2487,18.3,1st Owner,Hyderabad,5,Good,True,1495000
Kia,Seltos,HTE,2024,Petrol,Manual,28061,1497,18.3,4+ Owners,Jaipur,5,Good,True,640000
Tata,Safari,Accomplished,2016,Diesel,Automatic,130243,1956,16.9,3rd Owner,Bengaluru,7,Excellent,False,390000
Kia,Sonet,HTK,2018,Petrol,Automatic,111907,1147,18.4,1st Owner,Pune,5,Poor,False,200000
Toyota,Camry,2.5 Hybrid,2014,Hybrid,Automatic,145147,2487,19.4,4+ Owners,Chandigarh,5,Excellent,False,605000
Audi,A6,45 TFSI Premium Plus,2022,Petrol,Automatic,52472,1984,12.8,1st Owner,Surat,5,Excellent,True,3855000
Renault,Kiger,RXT,2020,Petrol,Manual,88057,1049,19.7,2nd Owner,Delhi,5,Excellent,False,275000
Toyota,Glanza,S,2023,CNG,Automatic,36042,1247,21.7,4+ Owners,Chandigarh,5,Fair,False,300000
Mahindra,XUV300,W8,2023,Diesel,Manual,41297,1547,18.7,2nd Owner,Delhi,5,Poor,False,370000
Renault,Kiger,RXZ,2023,Petrol,Manual,37370,1049,18.2,4+ Owners,Delhi,5,Poor,True,250000
Mercedes-Benz,GLC,GLC 300,2017,Diesel,Automatic,92580,1993,14.7,2nd Owner,Jaipur,5,Poor,True,1185000
BMW,3 Series,320d Sport,2013,Petrol,Automatic,175308,1945,16.9,2nd Owner,Chandigarh,5,Poor,True,500000
Mahindra,Bolero,B4,2013,Diesel,Manual,176502,1543,14.6,3rd Owner,Bengaluru,7,Poor,False,120000
Honda,WR-V,SV,2023,Diesel,Manual,37033,1548,17.0,2nd Owner,Vadodara,5,Poor,True,405000
Hyundai,Creta,SX(O),2016,Petrol,Manual,105456,1447,17.9,4+ Owners,Chennai,5,Good,False,350000
Honda,Civic,V,2022,Petrol,Automatic,56715,1849,17.2,1st Owner,Chennai,5,Fair,True,1040000
Toyota,Innova Crysta,ZX,2020,Diesel,Automatic,44469,2393,16.4,4+ Owners,Hyderabad,7,Poor,False,470000
Volkswagen,Virtus,Highline,2024,Petrol,Automatic,19462,1498,17.8,1st Owner,Surat,5,Excellent,False,1030000
Audi,A6,45 TFSI Premium Plus,2018,Petrol,Automatic,77688,2034,13.6,4+ Owners,Lucknow,5,Poor,True,1120000
Renault,Kwid,CLIMBER,2018,Petrol,Manual,98538,949,21.7,1st Owner,Vadodara,5,Good,True,160000
Tata,Safari,Smart,2015,Diesel,Automatic,135941,1956,17.5,3rd Owner,Bengaluru,7,Excellent,False,350000
Toyota,Fortuner,Legender,2014,Petrol,Manual,164089,2755,14.6,2nd Owner,Pune,7,Fair,False,480000
Maruti Suzuki,Wagon R,LXi,2013,Petrol,Manual,110855,948,23.7,2nd Owner,Kolkata,5,Poor,True,120000
Audi,Q3,35 TDI Quattro,2017,Diesel,Automatic,118735,2034,16.6,2nd Owner,Chandigarh,5,Fair,True,1045000
Renault,Triber,RXE,2019,Petrol,Automatic,67885,1049,18.0,3rd Owner,Chandigarh,7,Poor,False,160000
Mercedes-Benz,E-Class,E 220d,2024,Petrol,Automatic,33049,1943,16.0,1st Owner,Kolkata,5,Fair,True,4950000
Kia,Carens,Premium,2014,Diesel,Automatic,78227,1497,17.8,1st Owner,Jaipur,7,Poor,True,350000
Volkswagen,Polo,Highline,2021,Petrol,Manual,50195,999,19.0,4+ Owners,Mumbai,5,Fair,True,200000
Maruti Suzuki,Swift,LXi,2018,Petrol,Automatic,50084,1247,21.2,2nd Owner,Pune,5,Fair,True,195000
Toyota,Fortuner,2.8 4x2 AT,2016,Petrol,Manual,121716,2755,14.1,1st Owner,Chennai,7,Fair,True,715000
BMW,X1,sDrive20i,2024,Diesel,Automatic,17662,1995,15.9,2nd Owner,Lucknow,5,Excellent,True,3280000
BMW,X1,sDrive20i,2014,Petrol,Automatic,131380,1995,14.9,4+ Owners,Bengaluru,5,Poor,False,420000
Renault,Triber,LXL,2015,Petrol,Automatic,84206,999,19.9,2nd Owner,Chennai,7,Excellent,False,150000
BMW,X1,sDrive20d,2015,Diesel,Automatic,90179,2045,15.0,2nd Owner,Chennai,5,Poor,False,600000
Kia,Seltos,HTE,2020,Petrol,Manual,92231,1497,17.6,2nd Owner,Mumbai,5,Good,True,445000
Mahindra,XUV700,AX7,2019,Petrol,Manual,82548,2184,13.7,1st Owner,Mumbai,7,Fair,False,525000
Mahindra,Thar,AX(O),2014,Diesel,Manual,100308,2184,16.6,1st Owner,Mumbai,4,Poor,True,350000
Hyundai,i20,Magna,2023,Petrol,Manual,23407,1147,19.5,4+ Owners,Chandigarh,5,Excellent,False,375000
MG,Astor,Sharp,2015,Petrol,Manual,70647,1498,15.9,3rd Owner,Surat,5,Poor,True,350000
Hyundai,Grand i10 Nios,Magna,2021,Petrol,Automatic,33966,1197,20.1,4+ Owners,Mumbai,5,Good,True,240000
Toyota,Innova Crysta,GX,2018,Diesel,Manual,96324,2393,14.0,2nd Owner,Hyderabad,7,Fair,True,510000
BMW,X1,sDrive20d,2022,Diesel,Automatic,57005,1945,15.9,1st Owner,Hyderabad,5,Good,False,2525000
Mahindra,Scorpio-N,Z2,2016,Petrol,Automatic,124292,2184,15.0,3rd Owner,Surat,7,Excellent,True,350000
Mahindra,Scorpio-N,Z8L,2021,Diesel,Manual,57922,2184,13.4,1st Owner,Chandigarh,7,Excellent,False,820000
Skoda,Octavia,Style,2015,Petrol,Automatic,122237,1984,15.1,4+ Owners,Kochi,5,Poor,True,350000
Kia,Seltos,HTE,2021,Diesel,Automatic,67610,1447,17.0,2nd Owner,Kolkata,5,Excellent,True,625000
Volkswagen,Taigun,Highline,2014,Petrol,Automatic,77392,1498,18.0,2nd Owner,Ahmedabad,5,Good,True,350000
Honda,WR-V,VX,2021,Diesel,Manual,63425,1548,16.5,2nd Owner,Chandigarh,5,Poor,False,275000
Tata,Punch,Pure,2015,Petrol,Manual,105970,1249,21.3,2nd Owner,Lucknow,5,Excellent,False,140000
Maruti Suzuki,Dzire,VXi,2013,Petrol,Manual,86848,1247,23.7,3rd Owner,Surat,5,Poor,False,120000
Hyundai,Grand i10 Nios,Era,2013,Petrol,Manual,129641,1197,21.6,1st Owner,Chandigarh,5,Excellent,False,120000
BMW,X1,sDrive20d,2016,Petrol,Automatic,96503,2045,17.3,4+ Owners,Surat,5,Excellent,False,745000
Mercedes-Benz,GLC,GLC 300,2017,Petrol,Automatic,125003,1993,13.9,1st Owner,Mumbai,5,Fair,True,1585000
